y__abs_energy,y__quantile__q_0.9,y__quantile__q_0.8,y__quantile__q_0.7,y__quantile__q_0.6,y__quantile__q_0.4,y__quantile__q_0.3,y__quantile__q_0.2,y__quantile__q_0.1,y__sum_values,y__minimum,y__mean,y__maximum,"y__fft_coefficient__coeff_0__attr_""real""","y__fft_coefficient__coeff_0__attr_""abs""","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10",y__median,y__range_count__max_1__min_-1,y
0.063905817616,0.252796,0.252796,0.252796,0.252796,0.252796,0.252796,0.252796,0.252796,0.252796,0.252796,0.252796,0.252796,0.252796,0.252796,0.09805440207972976,0.04902720103986488,0.15503762258894865,0.06933493263576923,0.252796,1.0,0.259694
0.06744097363599999,0.259694,0.259694,0.259694,0.259694,0.259694,0.259694,0.259694,0.259694,0.259694,0.259694,0.259694,0.259694,0.259694,0.259694,0.10072999530725696,0.050364997653628486,0.15926810693450222,0.07122686275065053,0.259694,1.0,0.309466
0.09576920515599996,0.309466,0.309466,0.309466,0.309466,0.309466,0.309466,0.309466,0.309466,0.309466,0.309466,0.309466,0.309466,0.309466,0.309466,0.1200355369309864,0.06001776846549321,0.18979284843158745,0.08487794214726875,0.309466,1.0,0.257468
0.06628977102400001,0.257468,0.257468,0.257468,0.257468,0.257468,0.257468,0.257468,0.257468,0.257468,0.257468,0.257468,0.257468,0.257468,0.257468,0.09986657539938863,0.049933287699694316,0.1579029201915039,0.07061633267878538,0.257468,1.0,0.217183
0.047168455488999984,0.217183,0.217183,0.217183,0.217183,0.217183,0.217183,0.217183,0.217183,0.217183,0.217183,0.217183,0.217183,0.217183,0.217183,0.08424084719252656,0.04212042359626328,0.13319647457529246,0.059567274302735264,0.217183,1.0,0.233087
0.054329549569,0.233087,0.233087,0.233087,0.233087,0.233087,0.233087,0.233087,0.233087,0.233087,0.233087,0.233087,0.233087,0.233087,0.233087,0.09040968376698193,0.045204841883490963,0.1429502616196074,0.06392930047656425,0.233087,1.0,0.261308
0.06828187086399999,0.261308,0.261308,0.261308,0.261308,0.261308,0.261308,0.261308,0.261308,0.261308,0.261308,0.261308,0.261308,0.261308,0.261308,0.101356032922396,0.050678016461198,0.16025795931689182,0.07166953819359317,0.261308,1.0,0.272892
0.07447004366400001,0.272892,0.272892,0.272892,0.272892,0.272892,0.272892,0.272892,0.272892,0.272892,0.272892,0.272892,0.272892,0.272892,0.272892,0.10584922978346813,0.05292461489173406,0.1673623273451454,0.07484670816326339,0.272892,1.0,0.278871
0.07776903464099999,0.278871,0.278871,0.278871,0.278871,0.278871,0.278871,0.278871,0.278871,0.278871,0.278871,0.278871,0.278871,0.278871,0.278871,0.10816836169233814,0.05408418084616907,0.17102919685834697,0.07648658206249148,0.278871,1.0,0.28872600000000004
0.08336270307600002,0.28872600000000004,0.28872600000000004,0.28872600000000004,0.28872600000000004,0.28872600000000004,0.28872600000000004,0.28872600000000004,0.28872600000000004,0.28872600000000004,0.28872600000000004,0.28872600000000004,0.28872600000000004,0.28872600000000004,0.28872600000000004,0.1119909147884937,0.05599545739424685,0.17707318398873712,0.0791895352782287,0.28872600000000004,1.0,0.277276
0.07688198017600001,0.277276,0.277276,0.277276,0.277276,0.277276,0.277276,0.277276,0.277276,0.277276,0.277276,0.277276,0.277276,0.277276,0.277276,0.1075496937889015,0.05377484689445075,0.1700509970132966,0.07604911779266897,0.277276,1.0,0.307578
0.094604226084,0.307578,0.307578,0.307578,0.307578,0.307578,0.307578,0.307578,0.307578,0.307578,0.307578,0.307578,0.307578,0.307578,0.307578,0.11930322031550783,0.059651610157753915,0.1886349541949384,0.08436011610248825,0.307578,1.0,0.297404
0.08844913921599999,0.297404,0.297404,0.297404,0.297404,0.297404,0.297404,0.297404,0.297404,0.297404,0.297404,0.297404,0.297404,0.297404,0.297404,0.11535693363866495,0.057678466819332475,0.1823953270955382,0.08156967003278652,0.297404,1.0,0.324682
0.105418401124,0.324682,0.324682,0.324682,0.324682,0.324682,0.324682,0.324682,0.324682,0.324682,0.324682,0.324682,0.324682,0.324682,0.324682,0.125937512365903,0.0629687561829515,0.19912469096593705,0.08905126899969469,0.324682,1.0,0.332274
0.11040601107599997,0.332274,0.332274,0.332274,0.332274,0.332274,0.332274,0.332274,0.332274,0.332274,0.332274,0.332274,0.332274,0.332274,0.332274,0.12888229401034873,0.06444114700517438,0.20378079957008935,0.09113354406959594,0.332274,1.0,0.35775500000000005
0.12798864002500004,0.35775500000000005,0.35775500000000005,0.35775500000000005,0.35775500000000005,0.35775500000000005,0.35775500000000005,0.35775500000000005,0.35775500000000005,0.35775500000000005,0.35775500000000005,0.35775500000000005,0.35775500000000005,0.35775500000000005,0.35775500000000005,0.13876585316236695,0.06938292658118347,0.21940807872477933,0.0981222757682464,0.35775500000000005,1.0,0.3803760000000001
0.14468590137600004,0.3803760000000001,0.3803760000000001,0.3803760000000001,0.3803760000000001,0.3803760000000001,0.3803760000000001,0.3803760000000001,0.3803760000000001,0.3803760000000001,0.3803760000000001,0.3803760000000001,0.3803760000000001,0.3803760000000001,0.3803760000000001,0.1475400767633953,0.07377003838169766,0.23328134436420644,0.1043265887761806,0.3803760000000001,1.0,0.390318
0.152348141124,0.390318,0.390318,0.390318,0.390318,0.390318,0.390318,0.390318,0.390318,0.390318,0.390318,0.390318,0.390318,0.390318,0.390318,0.15139637538155648,0.07569818769077824,0.23937868784978106,0.10705340367936267,0.390318,1.0,0.400946
0.16075769491600006,0.400946,0.400946,0.400946,0.400946,0.400946,0.400946,0.400946,0.400946,0.400946,0.400946,0.400946,0.400946,0.400946,0.400946,0.1555187593801299,0.07775937969006495,0.24589674926244326,0.10996836935940886,0.400946,1.0,0.376225
0.14154525062499998,0.376225,0.376225,0.376225,0.376225,0.376225,0.376225,0.376225,0.376225,0.376225,0.376225,0.376225,0.376225,0.376225,0.376225,0.1459299886962069,0.07296499434810345,0.23073557160131966,0.10318808458556412,0.376225,1.0,0.375612
0.141084374544,0.375612,0.375612,0.375612,0.375612,0.375612,0.375612,0.375612,0.375612,0.375612,0.375612,0.375612,0.375612,0.375612,0.375612,0.14569221852391434,0.07284610926195717,0.23035962394927206,0.10301995568437217,0.375612,1.0,0.369028
0.13618166478399998,0.369028,0.369028,0.369028,0.369028,0.369028,0.369028,0.369028,0.369028,0.369028,0.369028,0.369028,0.369028,0.369028,0.369028,0.143138419479258,0.071569209739629,0.22632171311553406,0.10121414706210796,0.369028,1.0,0.349111
0.121878490321,0.349111,0.349111,0.349111,0.349111,0.349111,0.349111,0.349111,0.349111,0.349111,0.349111,0.349111,0.349111,0.349111,0.349111,0.1354130222173473,0.06770651110867365,0.21410678752690093,0.0957514662708509,0.349111,1.0,0.351722
0.123708365284,0.351722,0.351722,0.351722,0.351722,0.351722,0.351722,0.351722,0.351722,0.351722,0.351722,0.351722,0.351722,0.351722,0.351722,0.13642577575707962,0.06821288787853981,0.2157080914738769,0.0964675911664663,0.351722,1.0,0.368332
0.135668462224,0.368332,0.368332,0.368332,0.368332,0.368332,0.368332,0.368332,0.368332,0.368332,0.368332,0.368332,0.368332,0.368332,0.368332,0.14286845530321293,0.07143422765160648,0.22589486227405745,0.10102325356254904,0.368332,1.0,0.349855
0.122398521025,0.349855,0.349855,0.349855,0.349855,0.349855,0.349855,0.349855,0.349855,0.349855,0.349855,0.349855,0.349855,0.349855,0.349855,0.13570160461242994,0.06785080230621499,0.21456307635744484,0.09595552483934493,0.349855,1.0,0.340519
0.115953189361,0.340519,0.340519,0.340519,0.340519,0.340519,0.340519,0.340519,0.340519,0.340519,0.340519,0.340519,0.340519,0.340519,0.340519,0.1320803610096184,0.0660401805048092,0.20883738748384548,0.09339491893146844,0.340519,1.0,0.346339
0.11995070292099999,0.346339,0.346339,0.346339,0.346339,0.346339,0.346339,0.346339,0.346339,0.346339,0.346339,0.346339,0.346339,0.346339,0.346339,0.13433782006792638,0.06716891003396319,0.21240674365826154,0.09499118353984902,0.346339,1.0,0.352932
0.124560996624,0.352932,0.352932,0.352932,0.352932,0.352932,0.352932,0.352932,0.352932,0.352932,0.352932,0.352932,0.352932,0.352932,0.352932,0.13689511002865226,0.06844755501432613,0.21645017411494968,0.09679946061253857,0.352932,1.0,0.34587
0.11962605689999994,0.34587,0.34587,0.34587,0.34587,0.34587,0.34587,0.34587,0.34587,0.34587,0.34587,0.34587,0.34587,0.34587,0.34587,0.13415590455274656,0.06707795227637328,0.21211910997341596,0.09486254984546233,0.34587,1.0,0.327994
0.107580064036,0.327994,0.327994,0.327994,0.327994,0.327994,0.327994,0.327994,0.327994,0.327994,0.327994,0.327994,0.327994,0.327994,0.327994,0.12722216947949685,0.06361108473974841,0.2011559122115841,0.08995965875621642,0.327994,1.0,0.351085
0.123260677225,0.351085,0.351085,0.351085,0.351085,0.351085,0.351085,0.351085,0.351085,0.351085,0.351085,0.351085,0.351085,0.351085,0.351085,0.13617869647526826,0.06808934823763413,0.21531742482729566,0.09629287973080676,0.351085,1.0,0.346716
0.12021198465599997,0.346716,0.346716,0.346716,0.346716,0.346716,0.346716,0.346716,0.346716,0.346716,0.346716,0.346716,0.346716,0.346716,0.346716,0.13448405066328412,0.06724202533164206,0.212637954530728,0.09509458418544342,0.346716,1.0,0.337976
0.114227776576,0.337976,0.337976,0.337976,0.337976,0.337976,0.337976,0.337976,0.337976,0.337976,0.337976,0.337976,0.337976,0.337976,0.337976,0.1310939832801893,0.06554699164009466,0.2072777873547149,0.09269744455017774,0.337976,1.0,0.329377
0.10848920812899998,0.329377,0.329377,0.329377,0.329377,0.329377,0.329377,0.329377,0.329377,0.329377,0.329377,0.329377,0.329377,0.329377,0.329377,0.1277586069155174,0.0638793034577587,0.20200409427158708,0.0903389773049089,0.329377,1.0,0.333538
0.111247597444,0.333538,0.333538,0.333538,0.333538,0.333538,0.333538,0.333538,0.333538,0.333538,0.333538,0.333538,0.333538,0.333538,0.333538,0.12937257377833866,0.06468628688916933,0.20455599994886287,0.09148022421822018,0.333538,1.0,0.35485
0.1259185225,0.35485,0.35485,0.35485,0.35485,0.35485,0.35485,0.35485,0.35485,0.35485,0.35485,0.35485,0.35485,0.35485,0.35485,0.13763906303102935,0.06881953151551468,0.21762646709476585,0.0973255148254035,0.35485,1.0,0.338272
0.11442794598399995,0.338272,0.338272,0.338272,0.338272,0.338272,0.338272,0.338272,0.338272,0.338272,0.338272,0.338272,0.338272,0.338272,0.338272,0.1312087956309211,0.06560439781546057,0.20745932162063016,0.09277862914194417,0.338272,1.0,0.31369400000000003
0.09840392563600002,0.31369400000000003,0.31369400000000003,0.31369400000000003,0.31369400000000003,0.31369400000000003,0.31369400000000003,0.31369400000000003,0.31369400000000003,0.31369400000000003,0.31369400000000003,0.31369400000000003,0.31369400000000003,0.31369400000000003,0.31369400000000003,0.12167549172454765,0.060837745862273813,0.19238584463526973,0.08603756530263527,0.31369400000000003,1.0,0.275368
0.075827535424,0.275368,0.275368,0.275368,0.275368,0.275368,0.275368,0.275368,0.275368,0.275368,0.275368,0.275368,0.275368,0.275368,0.275368,0.10680961958215723,0.05340480979107862,0.16888083694786946,0.07552580630249882,0.275368,1.0,0.243773
0.059425275529,0.243773,0.243773,0.243773,0.243773,0.243773,0.243773,0.243773,0.243773,0.243773,0.243773,0.243773,0.243773,0.243773,0.243773,0.09455456478022578,0.04727728239011289,0.14950389393572594,0.06686017394824034,0.243773,1.0,0.24055
0.05786430250000001,0.24055,0.24055,0.24055,0.24055,0.24055,0.24055,0.24055,0.24055,0.24055,0.24055,0.24055,0.24055,0.24055,0.24055,0.09330442894776417,0.046652214473882084,0.14752725562814126,0.06597619442370245,0.24055,1.0,0.249149
0.062075224200999986,0.249149,0.249149,0.249149,0.249149,0.249149,0.249149,0.249149,0.249149,0.249149,0.249149,0.249149,0.249149,0.249149,0.249149,0.09663980531243603,0.048319902656218015,0.152800948711269,0.06833466166897127,0.249149,1.0,0.245588
0.060313465744000004,0.245588,0.245588,0.245588,0.245588,0.245588,0.245588,0.245588,0.245588,0.245588,0.245588,0.245588,0.245588,0.245588,0.245588,0.09525856618758473,0.047629283093792364,0.15061701789733506,0.06735797811734873,0.245588,1.0,0.244298
0.05968151280400001,0.244298,0.244298,0.244298,0.244298,0.244298,0.244298,0.244298,0.244298,0.244298,0.244298,0.244298,0.244298,0.244298,0.244298,0.09475820155094944,0.047379100775474726,0.14982587194115007,0.06700416688971797,0.244298,1.0,0.2353
0.055366090000000014,0.2353,0.2353,0.2353,0.2353,0.2353,0.2353,0.2353,0.2353,0.2353,0.2353,0.2353,0.2353,0.2353,0.2353,0.09126806124052757,0.04563403062026378,0.14430747557389995,0.06453626500892615,0.2353,1.0,0.223463
0.04993571236900001,0.223463,0.223463,0.223463,0.223463,0.223463,0.223463,0.223463,0.223463,0.223463,0.223463,0.223463,0.223463,0.223463,0.223463,0.08667673084994483,0.043338365424972415,0.13704794481160396,0.0612897041550772,0.223463,1.0,0.209689
0.043969476721,0.209689,0.209689,0.209689,0.209689,0.209689,0.209689,0.209689,0.209689,0.209689,0.209689,0.209689,0.209689,0.209689,0.209689,0.08133407774528255,0.04066703887264128,0.1286004685321526,0.05751187791524316,0.209689,1.0,0.205808
0.042356932864,0.205808,0.205808,0.205808,0.205808,0.205808,0.205808,0.205808,0.205808,0.205808,0.205808,0.205808,0.205808,0.205808,0.205808,0.07982871716018061,0.03991435858009031,0.12622028445776964,0.056447427237386626,0.205808,1.0,0.212851
0.045305548201,0.212851,0.212851,0.212851,0.212851,0.212851,0.212851,0.212851,0.212851,0.212851,0.212851,0.212851,0.212851,0.212851,0.212851,0.08256055292438391,0.04128027646219196,0.13053969606196422,0.05837912683134271,0.212851,1.0,0.209567
0.043918327489,0.209567,0.209567,0.209567,0.209567,0.209567,0.209567,0.209567,0.209567,0.209567,0.209567,0.209567,0.209567,0.209567,0.209567,0.08128675643856201,0.040643378219281004,0.12852564697660646,0.05747841669836645,0.209567,1.0,0.20994
0.0440748036,0.20994,0.20994,0.20994,0.20994,0.20994,0.20994,0.20994,0.20994,0.20994,0.20994,0.20994,0.20994,0.20994,0.20994,0.08143143551566663,0.040715717757833315,0.12875440468331728,0.057580720254882936,0.20994,1.0,0.212307
0.04507426224900001,0.212307,0.212307,0.212307,0.212307,0.212307,0.212307,0.212307,0.212307,0.212307,0.212307,0.212307,0.212307,0.212307,0.212307,0.08234954644195787,0.041174773220978934,0.13020606551920094,0.05822992271674495,0.212307,1.0,0.21253
0.04516900090000001,0.21253,0.21253,0.21253,0.21253,0.21253,0.21253,0.21253,0.21253,0.21253,0.21253,0.21253,0.21253,0.21253,0.21253,0.08243604358457003,0.041218021792285016,0.13034282951007636,0.05829108543283925,0.21253,1.0,0.203817
0.041541369489,0.203817,0.203817,0.203817,0.203817,0.203817,0.203817,0.203817,0.203817,0.203817,0.203817,0.203817,0.203817,0.203817,0.203817,0.07905644894968382,0.039528224474841916,0.12499922120291357,0.05590135114884955,0.203817,1.0,0.210987
0.044515514169,0.210987,0.210987,0.210987,0.210987,0.210987,0.210987,0.210987,0.210987,0.210987,0.210987,0.210987,0.210987,0.210987,0.210987,0.08183754541842407,0.040918772709212035,0.1293965208198488,0.05786788332102975,0.210987,1.0,0.213054
0.045392006916,0.213054,0.213054,0.213054,0.213054,0.213054,0.213054,0.213054,0.213054,0.213054,0.213054,0.213054,0.213054,0.213054,0.213054,0.08263929247573039,0.0413196462378652,0.13066419422406153,0.058434804102047384,0.213054,1.0,0.211028
