y__abs_energy,y__quantile__q_0.9,y__quantile__q_0.8,y__quantile__q_0.7,y__quantile__q_0.6,y__quantile__q_0.4,y__quantile__q_0.3,y__quantile__q_0.2,y__quantile__q_0.1,y__sum_values,y__minimum,y__mean,y__maximum,"y__fft_coefficient__coeff_0__attr_""real""","y__fft_coefficient__coeff_0__attr_""abs""","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_5","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_20","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_2","y__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_0__w_10",y__median,y__range_count__max_1__min_-1,y
20.9764,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,1.7764883998368732,0.8882441999184366,2.8088747901762083,1.2561669942238918,4.58,0.0,4.32
18.6624,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,4.32,1.6756397133832517,0.8378198566916258,2.649419016061402,1.1848562041587802,4.32,0.0,3.79
14.3641,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,1.4700635448431767,0.7350317724215883,2.3243745534427576,1.0394919013337445,3.79,0.0,3.61
13.0321,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,1.4002452234522078,0.7001226117261039,2.2139820944401993,0.9901228928271288,3.61,0.0,3.7
13.69,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,1.4351543841476924,0.7175771920738462,2.2691783239414782,1.0148073970804368,3.7,0.0,3.57
12.7449,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,3.57,1.3847300409208814,0.6923650204604407,2.1894504368840746,0.9791520020478808,3.57,0.0,3.95
15.6025,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,1.5321242749684825,0.7660621374842412,2.422501183667254,1.0833754644507363,3.95,0.0,4.24
17.977600000000006,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,1.6446093483205988,0.8223046741602994,2.6003557009491534,1.1629144226002843,4.24,0.0,4.31
18.5761,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,4.31,1.6717609177504198,0.8358804588752099,2.6432861016723703,1.182113481463968,4.31,0.0,3.95
15.6025,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,1.5321242749684825,0.7660621374842412,2.422501183667254,1.0833754644507363,3.95,0.0,4.64
21.5296,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,1.7997611736338628,0.8998805868169314,2.8456722765103937,1.2726233303927637,4.64,0.0,4.88
23.8144,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,1.8928522688218208,0.9464261344109106,2.9928622218471386,1.3384486750682516,4.88,0.0,5.21
27.1441,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,2.020852524705264,1.010426262352632,3.1952483966851624,1.4289585239970473,5.21,0.0,4.91
24.1081,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,1.9044886557203158,0.9522443278601579,3.0112609650142317,1.3466768431526877,4.91,0.0,4.91
24.1081,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,1.9044886557203158,0.9522443278601579,3.0112609650142317,1.3466768431526877,4.91,0.0,5.06
25.6036,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06,1.9626705902127901,0.9813352951063951,3.103254680849697,1.3878176835748672,5.06,0.0,5.15
26.522500000000004,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,1.9975797509082749,0.9987898754541372,3.1584509103509766,1.4125021878281754,5.15,0.0,5.02
25.200399999999995,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,1.9471554076814637,0.9735777038407316,3.0787230232935734,1.3768467927956194,5.02,0.0,5.17
26.7289,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,2.0053373421739376,1.0026686710869688,3.1707167391290385,1.4179876332177992,5.17,0.0,5.16
26.6256,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,2.001458546541106,1.000729273270553,3.164583824740008,1.4152449105229874,5.16,0.0,5.28
27.878400000000006,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,2.048004094135085,1.0240020470675426,3.23817879740838,1.4481575828607314,5.28,0.0,5.09
25.9081,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,1.9743069771112849,0.9871534885556424,3.1216534240167904,1.3960458516593033,5.09,0.0,5.82
33.872400000000006,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,2.257459058307992,1.1287295291539958,3.569356174416056,1.5962646083805787,5.82,0.0,5.33
28.4089,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,2.0673980722992438,1.0336990361496217,3.2688433693535353,1.4618711963347912,5.33,0.0,6.31
39.81609999999999,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,2.4475200443167404,1.2237600221583702,3.869868979478575,1.7306580204263662,6.31,0.0,5.67
32.1489,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,5.67,2.1992771238155178,1.0996385619077589,3.47736245858059,1.5551237679583991,5.67,0.0,6.34
40.1956,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,2.4591564312152348,1.2295782156076174,3.8882677226456677,1.7388861885108022,6.34,0.0,5.82
33.872400000000006,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,5.82,2.257459058307992,1.1287295291539958,3.569356174416056,1.5962646083805787,5.82,0.0,5.29
27.9841,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,5.29,2.051882889767917,1.0259414448839586,3.244311711797411,1.4509003055555432,5.29,0.0,5.48
30.030400000000004,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,2.1255800067917177,1.0627900033958588,3.3608370851890004,1.5030120367569713,5.48,0.0,5.69
32.3761,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,2.207034715081181,1.1035173575405903,3.489628287358652,1.5606092133480234,5.69,0.0,5.33
28.4089,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,5.33,2.0673980722992438,1.0336990361496217,3.2688433693535353,1.4618711963347912,5.33,0.0,5.16
26.6256,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,2.001458546541106,1.000729273270553,3.164583824740008,1.4152449105229874,5.16,0.0,4.69
21.9961,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,1.819155151798021,0.9095775758990104,2.8763368484555496,1.286336943866824,4.69,0.0,3.4
11.56,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,1.3187905151627444,0.6593952575813722,2.0851908922705475,0.9325257162360768,3.4,0.0,2.94
8.6436,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,1.1403659160524906,0.5701829580262453,1.8030768303751208,0.8063604722747253,2.94,0.0,2.43
5.9049000000000005,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,0.9425473387780792,0.4712736693890395,1.4902981965345383,0.6664816148393139,2.43,0.0,2.7
7.290000000000001,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.0472748208645324,0.5236374104322662,1.6558868850383759,0.7405351275992376,2.7,0.0,2.48
6.1504,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,2.48,0.9619413169422372,0.4809706584711185,1.5209627684796936,0.6801952283133738,2.48,0.0,2.26
5.107599999999999,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,2.26,0.8766078130199417,0.4383039065099709,1.3860386519210108,0.6198553290275098,2.26,0.0,2.49
6.200100000000001,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,0.9658201125750688,0.4829100562875344,1.5270956828687248,0.6829379510081858,2.49,0.0,2.35
5.522500000000001,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,0.9115169737154264,0.4557584868577131,1.4412348814222904,0.6445398332808179,2.35,0.0,2.83
8.0089,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,1.0976991640913432,0.5488495820456716,1.7356147720957793,0.7761905226317934,2.83,0.0,2.64
6.969600000000002,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,1.0240020470675426,0.5120010235337713,1.61908939870419,0.7240787914303657,2.64,0.0,1.88
3.5344,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,0.729213578972341,0.3646067894861705,1.1529879051378322,0.5156318666246542,1.88,0.0,1.77
3.1329,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,1.77,0.6865468270111934,0.3432734135055967,1.085525846858491,0.4854619169817224,1.77,0.0,1.64
2.6895999999999995,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,0.6361224837843825,0.3180612418921913,1.0057979598010875,0.4498065219491665,1.64,0.0,1.57
2.4649,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,0.6089709143545614,0.3044854571772807,0.9628675590778706,0.4306074630854826,1.57,0.0,1.39
1.9321,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,0.5391525929635925,0.26957629648179626,0.8524751000753119,0.3812384545788667,1.39,0.0,1.28
1.6384,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,0.4964858410024449,0.2482429205012225,0.7850130417959709,0.35106850493593483,1.28,0.0,1.27
1.6129,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,0.4926070453696133,0.24630352268480665,0.7788801274069398,0.3483257822411229,1.27,0.0,1.42
2.0164,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,0.5507889798620873,0.27539448993104365,0.8708738432424051,0.3894666226633027,1.42,0.0,1.37
1.8769,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37,0.5313950016979294,0.2656975008489647,0.8402092712972501,0.3757530091892428,1.37,0.0,1.19
1.4161,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,0.4615766803069605,0.23078834015348024,0.7298168122946916,0.3263840006826269,1.19,0.0,1.11
1.2321000000000002,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,0.43054631524430775,0.21527315762215388,0.6807534971824435,0.30444221912413105,1.11,0.0,1.22
1.4884,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,0.4732130672054553,0.23660653360272765,0.7482155554617848,0.3346121687670629,1.22,0.0,1.21
1.4641,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,0.4693342715726237,0.23466713578631185,0.7420826410727537,0.3318694460722509,1.21,0.0,0.910802
0.829560283204,0.910802,0.910802,0.910802,0.910802,0.910802,0.910802,0.910802,0.910802,0.910802,0.910802,0.910802,0.910802,0.910802,0.910802,0.3532814819974288,0.17664074099871438,0.5585870691358233,0.2498077315880151,0.910802,1.0,0.830627
0.689941213129,0.830627,0.830627,0.830627,0.830627,0.830627,0.830627,0.830627,0.830627,0.830627,0.830627,0.830627,0.830627,0.830627,0.830627,0.3221832380112014,0.1610916190056007,0.5094164280217671,0.22781795238236,0.830627,1.0,0.800956
0.641530513936,0.800956,0.800956,0.800956,0.800956,0.800956,0.800956,0.800956,0.800956,0.800956,0.800956,0.800956,0.800956,0.800956,0.800956,0.3106744634890268,0.1553372317445134,0.4912194577380731,0.2196800198745833,0.800956,1.0,0.767301
0.588750824601,0.767301,0.767301,0.767301,0.767301,0.767301,0.767301,0.767301,0.767301,0.767301,0.767301,0.767301,0.767301,0.767301,0.767301,0.29762037678673203,0.14881018839336602,0.4705791343617893,0.21044938664519355,0.767301,1.0,0.733379
0.537844757641,0.733379,0.733379,0.733379,0.733379,0.733379,0.733379,0.733379,0.733379,0.733379,0.733379,0.733379,0.733379,0.733379,0.733379,0.2844627262410407,0.14223136312052034,0.4497750621713182,0.2011455227198523,0.733379,1.0,0.718197
0.515806930809,0.718197,0.718197,0.718197,0.718197,0.718197,0.718197,0.718197,0.718197,0.718197,0.718197,0.718197,0.718197,0.718197,0.718197,0.2785739387112757,0.13928696935563786,0.4404640715458913,0.19698152112458875,0.718197,1.0,0.669921
0.448794146241,0.669921,0.669921,0.669921,0.669921,0.669921,0.669921,0.669921,0.669921,0.669921,0.669921,0.669921,0.669921,0.669921,0.669921,0.2598486649142179,0.12992433245710894,0.4108568140414051,0.1837407530431144,0.669921,1.0,0.622717
0.387776462089,0.622717,0.622717,0.622717,0.622717,0.622717,0.622717,0.622717,0.622717,0.622717,0.622717,0.622717,0.622717,0.622717,0.622717,0.2415391980089996,0.1207695990044998,0.3819070049594231,0.17079400483452384,0.622717,1.0,0.597314
0.356784014596,0.597314,0.597314,0.597314,0.597314,0.597314,0.597314,0.597314,0.597314,0.597314,0.597314,0.597314,0.597314,0.597314,0.597314,0.2316858934629175,0.11584294673145876,0.3663275625369676,0.16382666637289295,0.597314,1.0,0.5997640000000001
0.3597168556960001,0.5997640000000001,0.5997640000000001,0.5997640000000001,0.5997640000000001,0.5997640000000001,0.5997640000000001,0.5997640000000001,0.5997640000000001,0.5997640000000001,0.5997640000000001,0.5997640000000001,0.5997640000000001,0.5997640000000001,0.5997640000000001,0.2326361983929613,0.11631809919648065,0.36783012656228026,0.1644986334331219,0.5997640000000001,1.0,0.584291
0.341395972681,0.584291,0.584291,0.584291,0.584291,0.584291,0.584291,0.584291,0.584291,0.584291,0.584291,0.584291,0.584291,0.584291,0.584291,0.2266345379102809,0.11331726895514045,0.3583406681281325,0.16025481860743931,0.584291,1.0,0.602079
0.3624991222410001,0.602079,0.602079,0.602079,0.602079,0.602079,0.602079,0.602079,0.602079,0.602079,0.602079,0.602079,0.602079,0.602079,0.602079,0.23353413958196176,0.11676706979098088,0.3692498962433409,0.16513357373697088,0.602079,1.0,0.5596140000000001
0.31316782899600004,0.5596140000000001,0.5596140000000001,0.5596140000000001,0.5596140000000001,0.5596140000000001,0.5596140000000001,0.5596140000000001,0.5596140000000001,0.5596140000000001,0.5596140000000001,0.5596140000000001,0.5596140000000001,0.5596140000000001,0.5596140000000001,0.2170628339271424,0.1085314169635712,0.3432064752903207,0.15348660181345178,0.5596140000000001,1.0,0.558109
0.311485655881,0.558109,0.558109,0.558109,0.558109,0.558109,0.558109,0.558109,0.558109,0.558109,0.558109,0.558109,0.558109,0.558109,0.558109,0.2164790751844012,0.1082395375922006,0.3422834716747715,0.15307382204788253,0.558109,1.0,0.549625
0.30208764062500004,0.549625,0.549625,0.549625,0.549625,0.549625,0.549625,0.549625,0.549625,0.549625,0.549625,0.549625,0.549625,0.549625,0.549625,0.2131883049695069,0.10659415248475344,0.3370803071071176,0.15074689611360406,0.549625,1.0,0.5622520000000001
0.3161273115040001,0.5622520000000001,0.5622520000000001,0.5622520000000001,0.5622520000000001,0.5622520000000001,0.5622520000000001,0.5622520000000001,0.5622520000000001,0.5622520000000001,0.5622520000000001,0.5622520000000001,0.5622520000000001,0.5622520000000001,0.5622520000000001,0.21808606021508334,0.10904303010754167,0.3448243381061471,0.15421013206034315,0.5622520000000001,1.0,0.5635220000000001
0.3175570444840001,0.5635220000000001,0.5635220000000001,0.5635220000000001,0.5635220000000001,0.5635220000000001,0.5635220000000001,0.5635220000000001,0.5635220000000001,0.5635220000000001,0.5635220000000001,0.5635220000000001,0.5635220000000001,0.5635220000000001,0.5635220000000001,0.21857866726045294,0.10928933363022647,0.345603218233554,0.1545584578425843,0.5635220000000001,1.0,0.473141
0.223862405881,0.473141,0.473141,0.473141,0.473141,0.473141,0.473141,0.473141,0.473141,0.473141,0.473141,0.473141,0.473141,0.473141,0.473141,0.18352172445135764,0.09176086222567882,0.29017332469405266,0.129769455854604,0.473141,1.0,0.460812
0.212347699344,0.460812,0.460812,0.460812,0.460812,0.460812,0.460812,0.460812,0.460812,0.460812,0.460812,0.460812,0.460812,0.460812,0.460812,0.17873955731563956,0.08936977865781978,0.2826120545438163,0.1263879530441703,0.460812,1.0,0.461387
0.21287796376899998,0.461387,0.461387,0.461387,0.461387,0.461387,0.461387,0.461387,0.461387,0.461387,0.461387,0.461387,0.461387,0.461387,0.461387,0.1789625880645274,0.0894812940322637,0.2829646971211856,0.126545659599122,0.461387,1.0,0.457924
0.209694389776,0.457924,0.457924,0.457924,0.457924,0.457924,0.457924,0.457924,0.457924,0.457924,0.457924,0.457924,0.457924,0.457924,0.457924,0.1776193611368778,0.0888096805684389,0.2808408688682642,0.1255958547299086,0.457924,1.0,0.431306
0.186024865636,0.431306,0.431306,0.431306,0.431306,0.431306,0.431306,0.431306,0.431306,0.431306,0.431306,0.431306,0.431306,0.431306,0.431306,0.16729478292140665,0.08364739146070332,0.2645162773475414,0.11829527546085808,0.431306,1.0,0.445136
0.198146058496,0.445136,0.445136,0.445136,0.445136,0.445136,0.445136,0.445136,0.445136,0.445136,0.445136,0.445136,0.445136,0.445136,0.445136,0.17265915728161274,0.08632957864080637,0.2729980979475713,0.12208846094778306,0.445136,1.0,0.432989
0.187479474121,0.432989,0.432989,0.432989,0.432989,0.432989,0.432989,0.432989,0.432989,0.432989,0.432989,0.432989,0.432989,0.432989,0.432989,0.1679475842264122,0.0839737921132061,0.26554844683921536,0.11875687569039492,0.432989,1.0,0.426076
0.181540757776,0.426076,0.426076,0.426076,0.426076,0.426076,0.426076,0.426076,0.426076,0.426076,0.426076,0.426076,0.426076,0.426076,0.426076,0.16526617280543573,0.08263308640271788,0.2613087631220782,0.1168608314914714,0.426076,1.0,0.429279
0.18428045984100005,0.429279,0.429279,0.429279,0.429279,0.429279,0.429279,0.429279,0.429279,0.429279,0.429279,0.429279,0.429279,0.429279,0.429279,0.16650855104663168,0.08325427552331584,0.26327313560088483,0.11773932557061967,0.429279,1.0,0.437399
0.19131788520100002,0.437399,0.437399,0.437399,0.437399,0.437399,0.437399,0.437399,0.437399,0.437399,0.437399,0.437399,0.437399,0.437399,0.437399,0.16965813310049094,0.08482906655024547,0.268253062084778,0.119966416398807,0.437399,1.0,0.419051
0.175603740601,0.419051,0.419051,0.419051,0.419051,0.419051,0.419051,0.419051,0.419051,0.419051,0.419051,0.419051,0.419051,0.419051,0.419051,0.16254131887337153,0.08127065943668578,0.2570003907637839,0.11493406879836594,0.419051,1.0,0.447296
0.200073711616,0.447296,0.447296,0.447296,0.447296,0.447296,0.447296,0.447296,0.447296,0.447296,0.447296,0.447296,0.447296,0.447296,0.447296,0.1734969771383044,0.0867484885691522,0.274322807455602,0.12268088904986245,0.447296,1.0,0.414604
0.17189647681599998,0.414604,0.414604,0.414604,0.414604,0.414604,0.414604,0.414604,0.414604,0.414604,0.414604,0.414604,0.414604,0.414604,0.414604,0.1608164184554513,0.08040820922772565,0.2542730837349817,0.11371438001598308,0.414604,1.0,0.392784
0.15427927065600006,0.392784,0.392784,0.392784,0.392784,0.392784,0.392784,0.392784,0.392784,0.392784,0.392784,0.392784,0.392784,0.392784,0.392784,0.15235288638461275,0.07617644319230638,0.2408910645381161,0.10772975909590332,0.392784,1.0,0.380948
0.14512137870400002,0.380948,0.380948,0.380948,0.380948,0.380948,0.380948,0.380948,0.380948,0.380948,0.380948,0.380948,0.380948,0.380948,0.380948,0.14776194387359326,0.07388097193679663,0.23363214706725896,0.10448347251432384,0.380948,1.0,0.385098
0.148300469604,0.385098,0.385098,0.385098,0.385098,0.385098,0.385098,0.385098,0.385098,0.385098,0.385098,0.385098,0.385098,0.385098,0.385098,0.1493716440612184,0.0746858220306092,0.2361773065387069,0.1056217024326708,0.385098,1.0,0.399457
0.159565894849,0.399457,0.399457,0.399457,0.399457,0.399457,0.399457,0.399457,0.399457,0.399457,0.399457,0.399457,0.399457,0.399457,0.399457,0.1549412067104013,0.07747060335520065,0.2449835583099165,0.10955997795015136,0.399457,1.0,0.417807
0.17456268924899998,0.417807,0.417807,0.417807,0.417807,0.417807,0.417807,0.417807,0.417807,0.417807,0.417807,0.417807,0.417807,0.417807,0.417807,0.16205879669664727,0.08102939834832364,0.2562374562137884,0.11459287409513134,0.417807,1.0,0.370886
0.13755642499600002,0.370886,0.370886,0.370886,0.370886,0.370886,0.370886,0.370886,0.370886,0.370886,0.370886,0.370886,0.370886,0.370886,0.370886,0.1438590997078381,0.07192954985391906,0.227461208609016,0.101723744938804,0.370886,1.0,0.383605
0.14715279602500006,0.383605,0.383605,0.383605,0.383605,0.383605,0.383605,0.383605,0.383605,0.383605,0.383605,0.383605,0.383605,0.383605,0.383605,0.14879253987323665,0.07439626993661833,0.2352616624204245,0.1052122139343354,0.383605,1.0,0.343736
0.11815443769600001,0.343736,0.343736,0.343736,0.343736,0.343736,0.343736,0.343736,0.343736,0.343736,0.343736,0.343736,0.343736,0.343736,0.343736,0.1333281695647003,0.06666408478235017,0.21081034604279675,0.09427725282238944,0.343736,1.0,0.350045
0.122531502025,0.350045,0.350045,0.350045,0.350045,0.350045,0.350045,0.350045,0.350045,0.350045,0.350045,0.350045,0.350045,0.350045,0.350045,0.13577530172945376,0.06788765086472688,0.2146796017308364,0.09600763657054634,0.350045,1.0,0.376644
0.14186070273600002,0.376644,0.376644,0.376644,0.376644,0.376644,0.376644,0.376644,0.376644,0.376644,0.376644,0.376644,0.376644,0.376644,0.376644,0.14609251023322253,0.07304625511661128,0.23099254071421998,0.10330300466647674,0.376644,1.0,0.381456
0.145508679936,0.381456,0.381456,0.381456,0.381456,0.381456,0.381456,0.381456,0.381456,0.381456,0.381456,0.381456,0.381456,0.381456,0.381456,0.14795898669174112,0.07397949334587056,0.23394369911822174,0.10462280282722028,0.381456,1.0,0.402779
0.162230922841,0.402779,0.402779,0.402779,0.402779,0.402779,0.402779,0.402779,0.402779,0.402779,0.402779,0.402779,0.402779,0.402779,0.402779,0.15622974261962794,0.07811487130981397,0.2470209124699526,0.11047111042936787,0.402779,1.0,0.374042
0.13990741776399998,0.374042,0.374042,0.374042,0.374042,0.374042,0.374042,0.374042,0.374042,0.374042,0.374042,0.374042,0.374042,0.374042,0.374042,0.14508324760955976,0.07254162380477988,0.22939675639019416,0.10258934822128668,0.374042,1.0,0.358403
0.12845271040900005,0.358403,0.358403,0.358403,0.358403,0.358403,0.358403,0.358403,0.358403,0.358403,0.358403,0.358403,0.358403,0.358403,0.358403,0.13901719911937446,0.06950859955968723,0.21980549157718854,0.0983000041988702,0.358403,1.0,0.322498
0.10400496000399999,0.322498,0.322498,0.322498,0.322498,0.322498,0.322498,0.322498,0.322498,0.322498,0.322498,0.322498,0.322498,0.322498,0.322498,0.12509038339969256,0.06254519169984628,0.19778526246337266,0.08845225836314775,0.322498,1.0,0.296388
0.08784584654399999,0.296388,0.296388,0.296388,0.296388,0.296388,0.296388,0.296388,0.296388,0.296388,0.296388,0.296388,0.296388,0.296388,0.296388,0.11496284800236925,0.05748142400118464,0.18177222299361265,0.08129100940699363,0.296388,1.0,0.280876
0.07889132737599999,0.280876,0.280876,0.280876,0.280876,0.280876,0.280876,0.280876,0.280876,0.280876,0.280876,0.280876,0.280876,0.280876,0.280876,0.10894606021672087,0.05447303010836044,0.17225884619334775,0.07703649796280128,0.280876,1.0,0.272689
0.074359290721,0.272689,0.272689,0.272689,0.272689,0.272689,0.272689,0.272689,0.272689,0.272689,0.272689,0.272689,0.272689,0.272689,0.272689,0.10577049023212164,0.052885245116060825,0.16723782918304805,0.0747910308925587,0.272689,1.0,0.275336
0.07580991289600003,0.275336,0.275336,0.275336,0.275336,0.275336,0.275336,0.275336,0.275336,0.275336,0.275336,0.275336,0.275336,0.275336,0.275336,0.10679720743613218,0.05339860371806609,0.16886121162182458,0.07551702958987544,0.275336,1.0,0.290401
0.084332740801,0.290401,0.290401,0.290401,0.290401,0.290401,0.290401,0.290401,0.290401,0.290401,0.290401,0.290401,0.290401,0.290401,0.290401,0.11264061305699298,0.05632030652849649,0.1781004471488998,0.0796489413296097,0.290401,1.0,0.283693
0.08048171824899998,0.283693,0.283693,0.283693,0.283693,0.283693,0.283693,0.283693,0.283693,0.283693,0.283693,0.283693,0.283693,0.283693,0.283693,0.11003871694648952,0.05501935847324476,0.17398648817673776,0.0778091229459298,0.283693,1.0,0.283642
0.08045278416400001,0.283642,0.283642,0.283642,0.283642,0.283642,0.283642,0.283642,0.283642,0.283642,0.283642,0.283642,0.283642,0.283642,0.283642,0.1100189350887621,0.05500946754438105,0.17395521031335373,0.07779513506018627,0.283642,1.0,0.263923
0.06965534992900001,0.263923,0.263923,0.263923,0.263923,0.263923,0.263923,0.263923,0.263923,0.263923,0.263923,0.263923,0.263923,0.263923,0.263923,0.10237033798038146,0.05118516899019073,0.16186171642962344,0.07238676017828652,0.263923,1.0,0.267754
0.071692204516,0.267754,0.267754,0.267754,0.267754,0.267754,0.267754,0.267754,0.267754,0.267754,0.267754,0.267754,0.267754,0.267754,0.267754,0.10385630458731923,0.051928152293659616,0.16421123593206122,0.07343749724266899,0.267754,1.0,0.310492
0.096405282064,0.310492,0.310492,0.310492,0.310492,0.310492,0.310492,0.310492,0.310492,0.310492,0.310492,0.310492,0.310492,0.310492,0.310492,0.12043350136291492,0.06021675068145746,0.19042208544790198,0.08515934549575646,0.310492,1.0,0.301281
0.09077024096100003,0.301281,0.301281,0.301281,0.301281,0.301281,0.301281,0.301281,0.301281,0.301281,0.301281,0.301281,0.301281,0.301281,0.301281,0.11686074270551375,0.058430371352756874,0.18477305800416555,0.08263302362156515,0.301281,1.0,0.25536
